ID	name	movies_95_04	main_genre	genres
3140	"Foster, Jodie"	34	Family	Animation:1,Comedy:1,Crime:1,Documentary:21,Family:3,NULL:3,Short:2,Thriller:1,War:1
11776	"Alonso, Ramiro"	12	Comedy	Comedy:4,Drama:2,Fantasy:1,Mystery:1,Romance:2,Short:1,War:1
1376	"Wakamoto, Norio"	26	Animation	Action:2,Animation:8,Comedy:4,Fantasy:1,Horror:2,NULL:3,Romance:1,Sci-Fi:5
3713	"Williams, Barbara (I)"	18	Drama	Action:4,Comedy:1,Drama:7,NULL:2,Romance:1,Short:1,Thriller:2
16521	"Düringer, Roland"	12	Comedy	Comedy:4,Crime:1,Documentary:1,Drama:1,NULL:4,Romance:1
1041	"Johansson, Pia"	16	Comedy	Comedy:8,Documentary:1,Drama:3,Family:1,NULL:3
10713	"O&apos;Conor, Hugh"	10	Drama	Action:1,Documentary:1,Drama:5,NULL:2,Sci-Fi:1
13184	"Dutt, Sanjay"	29	Drama	Action:4,Comedy:1,Drama:9,Family:2,Musical:1,NULL:2,Romance:3,Sci-Fi:1,Thriller:5,War:1
12154	"Harris, Ricky"	10	Comedy	Action:1,Comedy:4,Drama:3,Short:2
4442	"Alcázar, Damián"	26	Drama	Comedy:2,Drama:10,Fantasy:1,Mystery:1,NULL:2,Romance:4,Sci-Fi:1,Short:3,Thriller:2
17778	"Black, Rick (II)"	11	Adult	Adult:1,NULL:10
13004	"Cannibal, Anita"	16	Adult	Adult:11,Documentary:1,NULL:3,Short:1
10169	"Gugliemi, Noel"	22	Drama	Comedy:4,Crime:4,Drama:6,Horror:1,Music:1,NULL:3,Short:1,Thriller:2
13199	"Ghanshyam (I)"	18	Romance	Action:1,Drama:5,Fantasy:1,Musical:2,NULL:1,Romance:6,Thriller:2
2151	"Creignou, Erwan"	14	Comedy	Comedy:3,NULL:8,Romance:2,Thriller:1
11268	"Parker, Doug"	14	Animation	Adventure:1,Animation:7,Comedy:1,Fantasy:1,NULL:1,Sci-Fi:1,Thriller:2
4835	"Brown, Ralph (I)"	22	Drama	Action:1,Comedy:3,Crime:1,Documentary:4,Drama:5,Horror:2,Sci-Fi:2,Thriller:4
17843	"Bonaly, Surya"	10	Family	Drama:1,Family:7,Music:2
7749	"Cooney, Kevin (I)"	25	Drama	Adventure:1,Animation:1,Comedy:5,Drama:8,Music:1,Romance:1,Short:1,Thriller:6,War:1
16857	"Potvin, Sylvie"	10	Comedy	Comedy:3,Drama:1,Family:1,NULL:2,Romance:3
17670	"Palatzidis, Tassos"	14	Comedy	Comedy:9,Drama:2,NULL:2,War:1
13076	"Suissa, Steve"	12	Drama	Comedy:1,Crime:1,Drama:3,NULL:4,Short:1,Thriller:2
10829	"Sáenz, Fernando (I)"	57	Action	Action:45,Adventure:1,Drama:2,Fantasy:1,NULL:4,Thriller:4
3198	"Laskin, Michael"	12	Drama	Comedy:1,Drama:6,Music:1,Romance:3,Thriller:1
5277	"Matheson, Hans"	17	Drama	Crime:1,Drama:8,Fantasy:1,Music:1,NULL:1,Romance:1,Short:2,Thriller:1,War:1
1100	"Kemmer, Joachim"	19	Crime	Action:1,Animation:1,Comedy:3,Crime:5,Drama:4,NULL:2,Thriller:3
10052	"Bella, Erica"	60	Adult	Adult:45,Documentary:1,NULL:13,Short:1
8518	"Howard, Sherman"	22	Thriller	Action:1,Adventure:3,Animation:2,Comedy:1,Drama:1,Family:2,Fantasy:4,Musical:1,NULL:2,Sci-Fi:1,Thriller:4
3480	"Pingue, Joe"	30	Drama	Action:2,Comedy:3,Crime:1,Drama:14,Family:2,Horror:1,NULL:1,Romance:1,Sci-Fi:1,Thriller:4
520	"McCormick, Maureen"	26	Comedy	Action:1,Adult:1,Comedy:4,Documentary:8,Drama:2,Family:1,Music:2,NULL:5,Romance:2
2396	"Inoue, Kikuko"	42	Sci-Fi	Action:2,Adventure:1,Animation:8,Comedy:2,Fantasy:7,NULL:7,Romance:2,Sci-Fi:13
10819	"Melendrez, Bernabé"	38	Action	Action:32,Drama:2,NULL:1,Thriller:2,Western:1
16819	"Paul, Dean (I)"	11	Horror	Comedy:2,Horror:4,NULL:1,Romance:1,Short:1,Thriller:2
16122	"Abe, Hiroshi"	22	Mystery	Comedy:1,Crime:1,Drama:3,Horror:1,Mystery:5,NULL:6,Romance:4,Thriller:1
785	"Richards, Denise"	27	Drama	Action:1,Adventure:2,Comedy:3,Documentary:5,Drama:7,Fantasy:1,Horror:1,Music:1,NULL:1,Romance:3,Short:1,Thriller:1
7135	"Perkins, T.J."	15	Action	Action:15
135	"Saint, Silvia"	133	Adult	Adult:102,Comedy:1,Documentary:5,NULL:23,Sci-Fi:1,Thriller:1
1897	"Margold, William"	37	Adult	Adult:22,Documentary:11,Drama:2,NULL:2
8237	"Chen, Kelly"	20	Romance	Action:1,Animation:1,Comedy:2,Drama:3,Fantasy:1,NULL:3,Romance:7,Thriller:2
16882	"Fossier, Nadia"	10	Thriller	Comedy:1,Drama:1,NULL:5,Short:1,Thriller:2
5381	"Coachman, Jonathan"	32	Action	Action:18,Animation:1,Documentary:2,NULL:9,Thriller:2
3843	"Zagarino, Frank"	22	Thriller	Action:2,Adventure:5,Animation:1,NULL:4,Sci-Fi:1,Short:2,Thriller:7
12025	"Dorn, Cynthia"	11	Drama	Comedy:2,Crime:1,Drama:4,Fantasy:1,Romance:2,Thriller:1
12157	"Hooks, Brian"	17	Comedy	Adventure:1,Comedy:11,NULL:1,Romance:2,Thriller:2
9808	"Hoffman, Thom"	23	Drama	Action:1,Adventure:1,Crime:1,Drama:7,NULL:8,Short:2,Thriller:2,War:1
12428	"April (I)"	44	Adult	Adult:34,Documentary:1,Drama:2,Fantasy:1,NULL:4,Short:2
11196	"Gudzuhn, Jörg"	10	Drama	Comedy:2,Crime:2,Drama:3,NULL:1,Romance:1,Short:1
3875	"Collins, Phil (I)"	23	Music	Adult:1,Adventure:1,Documentary:6,Family:1,Music:12,Musical:1,NULL:1
6304	"Stahl, Andy"	14	Drama	Comedy:1,Drama:8,Family:1,NULL:3,War:1
13980	"Grieco, Richard (I)"	27	Thriller	Action:2,Adventure:1,Comedy:1,Drama:4,Horror:2,Mystery:2,NULL:3,Sci-Fi:4,Thriller:8
15360	"Somerville, Geraldine"	12	Drama	Adventure:1,Animation:1,Drama:5,Fantasy:2,Mystery:1,Romance:1,Short:1
6314	"Dwyer, David (I)"	20	Drama	Comedy:3,Drama:11,Music:1,NULL:2,Short:1,Thriller:2
13612	"Ashby, Linden"	16	Drama	Action:1,Adventure:1,Comedy:2,Drama:4,Mystery:1,NULL:1,Romance:1,Short:2,Thriller:3
9993	"Gray, Mackenzie"	18	Sci-Fi	Action:2,Adventure:1,Animation:1,Drama:2,Family:1,Horror:1,Mystery:2,NULL:2,Sci-Fi:3,Short:2,Thriller:1
17379	"Takeda, Shinji"	11	Romance	Animation:1,Drama:1,Horror:2,NULL:2,Romance:2,Sci-Fi:1,Thriller:2
11550	"Brener, Shirly"	12	Drama	Comedy:2,Drama:6,Horror:1,Romance:2,Thriller:1
17671	"Pyrpassopoulos, Giorgos"	11	Comedy	Comedy:4,Drama:2,NULL:2,Romance:2,Short:1
9004	"DeGeneres, Ellen"	42	Music	Adventure:2,Comedy:4,Documentary:14,Drama:1,Family:2,Music:6,NULL:9,Romance:2,Short:1,Thriller:1
3867	"Brando, Marlon"	20	Music	Animation:1,Comedy:1,Documentary:9,Drama:1,Family:1,Music:3,Romance:1,Short:3
17614	"Larivaara, Merja"	10	Family	Comedy:1,Crime:1,Drama:1,Family:1,Musical:1,NULL:4,Short:1
11541	"Swain, Dominique"	16	Drama	Comedy:4,Drama:4,Horror:1,NULL:2,Romance:2,Sci-Fi:1,Short:1,Thriller:1
4873	"McMonagle, Kevin"	10	Drama	Drama:8,NULL:2
3055	"Mueller-Stöfen, Nele"	28	Thriller	Comedy:5,Crime:3,Drama:5,Family:1,NULL:2,Romance:3,Thriller:9
3508	"Gress, Googy"	15	Comedy	Comedy:4,Crime:1,Drama:4,Family:1,Horror:1,NULL:1,Romance:2,Short:1
11658	"Nachtergaele, Matheus"	21	Drama	Documentary:1,Drama:6,Fantasy:1,NULL:4,Romance:3,Short:3,Thriller:3
9032	"Hamlin, Harry"	21	Thriller	Comedy:3,Documentary:4,Drama:4,NULL:3,Short:1,Thriller:6
5209	"Gianneo, Luis (I)"	12	Romance	Comedy:1,Drama:2,Romance:8,Short:1
8877	"Mairesse, Valérie"	15	Comedy	Comedy:3,Documentary:1,Drama:1,Family:1,NULL:7,Romance:1,Short:1
17423	"Woof, Emily"	11	Drama	Comedy:2,Drama:4,Family:1,Music:1,Mystery:1,NULL:1,Romance:1
10102	"Ferns, Alex"	10	Drama	Documentary:1,Drama:4,Music:1,Mystery:1,NULL:1,Thriller:2
9461	"O&apos;Connell, Jack (II)"	13	Drama	Comedy:1,Crime:1,Drama:8,Family:1,Fantasy:1,Thriller:1
11582	"Warren, Steve (III)"	16	Drama	Comedy:2,Drama:6,Horror:3,Music:1,Romance:1,Short:2,Thriller:1
6824	"Heitmeyer, Jayne"	19	Thriller	Action:1,Adult:1,Drama:4,Family:1,Fantasy:1,Horror:1,Musical:1,NULL:1,Sci-Fi:3,Thriller:5
11199	"Fuchs, Matthias (I)"	29	Drama	Crime:4,Documentary:1,Drama:11,Mystery:1,NULL:6,Short:2,Thriller:4
2278	"Jackson, Claudia (II)"	13	Adult	Adult:9,NULL:2,Sci-Fi:2
11400	"Horn, Michelle"	10	Drama	Drama:3,Family:1,NULL:3,Romance:2,Short:1
12280	"Uhl, Nadja"	23	Drama	Crime:4,Drama:6,NULL:5,Romance:5,Short:1,Thriller:2
9875	"Salmon, Colin"	26	Drama	Action:2,Adventure:3,Comedy:1,Crime:2,Documentary:2,Drama:5,NULL:5,Sci-Fi:4,Thriller:2
4885	"McNamara, Peter"	10	Drama	Action:1,Comedy:1,Drama:4,NULL:1,Romance:1,Short:1,Thriller:1
17381	"Momoi, Kaori"	16	Drama	Action:1,Comedy:2,Drama:5,Fantasy:1,Horror:1,NULL:4,Romance:1,Sci-Fi:1
12939	"Skoglund, Rolf"	13	Comedy	Animation:1,Comedy:4,Crime:3,Drama:2,NULL:2,Short:1
2432	"Pope, Tony"	18	Fantasy	Action:2,Adventure:1,Animation:3,Family:3,Fantasy:4,Horror:1,NULL:1,Thriller:3
5078	"Ljustina, Danko"	13	Drama	Comedy:2,Crime:1,Drama:3,NULL:4,Romance:1,Thriller:1,War:1
10334	"Cavalli, Valeria"	27	Drama	Adventure:1,Comedy:1,Drama:4,Family:1,Fantasy:2,NULL:13,Romance:2,Thriller:3
353	"Morales, Vina"	14	Romance	Action:1,Comedy:3,Drama:4,Musical:1,Romance:5
7911	"Leacock, Richard (II)"	11	Drama	Action:2,Comedy:1,Drama:4,Family:1,NULL:1,Romance:1,Thriller:1
14223	"Kríz, Pavel"	16	Comedy	Comedy:2,Drama:1,Fantasy:1,NULL:7,Sci-Fi:1,Short:3,War:1
15287	"Martling, Jackie"	10	Comedy	Comedy:3,Crime:1,Documentary:2,Drama:2,NULL:2
17570	"Stuhr, Maciej"	10	Drama	Comedy:3,Crime:1,Drama:3,NULL:2,Romance:1
6088	"Cranham, Kenneth"	27	Drama	Action:2,Comedy:5,Documentary:3,Drama:11,Music:1,NULL:2,Thriller:3
5042	"Thompson, Reuben"	11	Drama	Comedy:1,Drama:4,Fantasy:2,Music:1,NULL:1,Short:1,Thriller:1
10730	"Best, Ahmed"	15	Sci-Fi	Action:2,Comedy:1,Documentary:2,Family:1,Fantasy:1,Sci-Fi:4,Short:3,Thriller:1
2938	"Norton, Graham"	38	Comedy	Comedy:7,Documentary:10,Drama:1,Music:1,NULL:18,Short:1
132	"Arroyo, Marissa"	31	Adult	Adult:23,Horror:1,NULL:7
13764	"Patel, Amisha"	13	Romance	Crime:1,Drama:1,Music:1,NULL:3,Romance:6,Thriller:1
5802	"Brightwell, Paul"	10	Drama	Adventure:1,Crime:2,Documentary:2,Drama:3,Thriller:1,War:1
13328	"Smothers, Dick"	10	Comedy	Comedy:2,Documentary:6,Music:1,NULL:1
13934	"Hrusínský, Rudolf (II)"	18	Comedy	Comedy:5,Drama:3,Family:1,Fantasy:2,NULL:7
4389	"Nipote, Joe"	11	Comedy	Adventure:2,Animation:1,Comedy:3,Fantasy:2,NULL:1,Romance:1,Thriller:1
6880	"King, Perry"	14	Romance	Adventure:1,Comedy:1,Documentary:1,Drama:2,Family:1,NULL:1,Romance:4,Thriller:3
1094	"Brugnini, Achille"	12	Drama	Comedy:1,Drama:4,Fantasy:1,NULL:3,Thriller:2,War:1
1520	"Bellanich, Enzo Marino"	18	Drama	Comedy:1,Drama:5,NULL:8,Romance:2,Thriller:2
17533	"Cha, Seung-won"	10	Drama	Comedy:1,Drama:5,Horror:1,NULL:1,Romance:1,Thriller:1
548	"Gershon, Gina"	31	Romance	Action:1,Comedy:2,Crime:2,Documentary:4,Drama:3,Family:1,Music:4,Mystery:1,NULL:1,Romance:5,Sci-Fi:2,Thriller:5
15152	"Ono, Takehiko"	16	Drama	Comedy:3,Crime:1,Drama:8,NULL:3,Thriller:1
12512	"Bettina (II)"	28	Adult	Adult:22,Documentary:2,NULL:2,Thriller:2
1016	"Besançon, Nathalie"	15	Drama	Comedy:1,Drama:6,Family:1,NULL:5,Short:1,Thriller:1
8720	"Arnold, Tammy"	13	Thriller	Comedy:2,Drama:3,Fantasy:1,NULL:3,Thriller:4
14825	"Suosalo, Martti"	30	Drama	Comedy:3,Documentary:1,Drama:13,Family:1,Music:3,Musical:1,NULL:6,Short:2
13232	"Sheikh, Aashif"	19	Romance	Action:1,Comedy:1,Drama:4,NULL:5,Romance:6,Thriller:2
359	"Santos, Jeffrey"	13	Drama	Action:3,Drama:7,Romance:3
9717	"Woolvett, Jaimz"	18	Drama	Comedy:1,Crime:1,Drama:10,Horror:1,NULL:1,Sci-Fi:1,Thriller:3
17812	"Beaulieu, Trace"	10	Comedy	Comedy:4,Documentary:1,Drama:1,NULL:1,Sci-Fi:3
119	"Beautte, Maren"	31	Adult	Adult:24,NULL:7
7676	"O&apos;Bryan, Sean"	18	Comedy	Comedy:7,Drama:3,Family:2,Fantasy:1,Romance:3,Sci-Fi:1,Thriller:1
8424	"Wagner, Robert (I)"	45	Comedy	Adventure:2,Comedy:7,Crime:1,Documentary:14,Drama:2,Fantasy:1,Music:1,Mystery:5,NULL:4,Romance:1,Short:5,Thriller:2
2513	"Fecht, Özay"	14	Drama	Comedy:1,Crime:2,Drama:3,NULL:4,Romance:1,Short:1,Thriller:2
12710	"Fulton-Smith, Francis"	41	Drama	Comedy:2,Crime:3,Drama:11,Family:5,Fantasy:1,NULL:8,Romance:4,Thriller:7
6157	"Williams, Mark (I)"	31	Comedy	Adventure:2,Animation:1,Comedy:9,Crime:1,Documentary:3,Drama:4,Fantasy:2,Mystery:2,NULL:3,Romance:1,Sci-Fi:1,Short:2
17172	"Webster, Ken"	16	Animation	Action:1,Adventure:1,Animation:5,Drama:1,Horror:1,NULL:3,Romance:1,Short:2,War:1
6123	"Braiden, Des"	10	Drama	Comedy:2,Drama:4,Horror:1,Mystery:1,NULL:1,Romance:1
10099	"Eldon, Kevin"	21	Comedy	Action:1,Animation:1,Comedy:8,Documentary:1,Drama:1,Horror:1,NULL:5,Sci-Fi:1,Short:1,War:1
2820	"McComas, Lorissa"	32	Comedy	Action:2,Adult:1,Adventure:2,Comedy:6,Crime:1,Documentary:1,Drama:3,Fantasy:1,Mystery:1,NULL:6,Sci-Fi:2,Short:2,Thriller:4
8015	"Petriella, Melina"	11	Romance	Comedy:2,Drama:3,Romance:6
39	"Bán, János"	11	Drama	Action:1,Comedy:1,Drama:5,NULL:4
2970	"Danson, Jane"	15	Drama	Comedy:1,Documentary:4,Drama:4,Music:1,Musical:1,NULL:3,Romance:1
8029	"Caro, Manolo"	17	Drama	Adventure:1,Comedy:2,Drama:4,Family:2,NULL:1,Romance:1,Short:3,Thriller:3
3179	"Elliott, Sam"	21	Western	Action:1,Documentary:3,Drama:4,Music:1,NULL:1,Short:2,Thriller:3,War:1,Western:5
3158	"Gallagher, Peter (I)"	30	Drama	Adult:1,Comedy:3,Crime:1,Documentary:2,Drama:7,Music:1,Musical:1,NULL:2,Romance:6,Short:5,Thriller:1
6792	"Mustain, Minor"	14	Thriller	Action:1,Adult:1,Drama:2,Fantasy:1,Horror:2,Romance:1,Short:1,Thriller:5
3644	"Nunn, Bill"	29	Drama	Action:1,Comedy:1,Crime:2,Drama:8,Family:1,Horror:1,Music:1,NULL:3,Romance:4,Thriller:6,War:1
5363	"Hebner, Brian"	17	Action	Action:12,NULL:3,Thriller:2
7052	"Stefaniuk, Rob (I)"	10	Thriller	Comedy:2,Drama:2,Family:1,Sci-Fi:2,Thriller:3
2905	"Latchford-Evans, Lee"	12	Music	Documentary:3,Family:1,Music:5,Musical:1,NULL:2
11045	"Tarbet, Andrew"	22	Drama	Action:3,Comedy:1,Drama:11,Horror:1,NULL:2,Romance:3,Thriller:1
873	"Selmour, Ron"	19	Drama	Comedy:1,Drama:4,Fantasy:1,Horror:1,Mystery:2,NULL:3,Romance:3,Sci-Fi:1,Thriller:3
5310	"Ernst, Ole"	16	Drama	Comedy:3,Crime:2,Documentary:1,Drama:5,NULL:1,Short:2,Thriller:2
6328	"Drake, Jessica (II)"	70	Adult	Adult:52,Documentary:3,Drama:1,Horror:1,NULL:12,Sci-Fi:1
10053	"Johnson, Sabrina"	66	Adult	Adult:49,NULL:17
15982	"Claire, Cyrielle"	12	Drama	Comedy:2,Drama:4,NULL:4,Romance:1,Thriller:1
8712	"Malina, Joshua"	16	Romance	Comedy:4,Drama:4,NULL:1,Romance:6,Thriller:1
11113	"Bazinet, Brenda"	12	Drama	Drama:7,Family:1,NULL:1,Romance:1,Short:1,Thriller:1
11924	"Kunze, Andreas (I)"	15	Comedy	Comedy:3,Crime:3,Drama:1,Music:1,NULL:4,Sci-Fi:1,Short:1,Thriller:1
11915	"Harder, Teresa"	32	Drama	Comedy:3,Crime:6,Drama:12,Family:1,NULL:4,Romance:2,Thriller:4
14822	"Nikkari, Esko"	26	Drama	Comedy:5,Crime:2,Documentary:1,Drama:11,Music:1,Musical:1,NULL:1,Romance:3,Thriller:1
12444	"Rush, Shannon"	10	Adult	Adult:9,Comedy:1
10748	"Bocci, Cesare"	20	Drama	Crime:3,Drama:9,Mystery:5,NULL:1,Romance:1,Thriller:1
9126	"Lanoux, Victor"	12	Comedy	Comedy:2,Drama:1,NULL:9
6083	"Berenson, Marisa"	10	Drama	Comedy:1,Crime:1,Documentary:2,Drama:3,NULL:2,Thriller:1
11884	"Dittus, Barbara"	14	Drama	Crime:4,Documentary:1,Drama:6,Fantasy:1,NULL:1,Thriller:1
7808	"Bruni Tedeschi, Valeria"	34	Drama	Comedy:6,Drama:10,NULL:10,Romance:3,Sci-Fi:1,Short:4
9919	"Veiga, Javier"	11	Comedy	Comedy:5,NULL:3,Sci-Fi:1,Thriller:2
12743	"Lewis, Vicki"	11	Comedy	Adventure:2,Animation:1,Comedy:3,Drama:1,Family:1,Fantasy:1,NULL:1,Thriller:1
11554	"Long, Justin (I)"	13	Comedy	Comedy:4,Documentary:1,Drama:1,Fantasy:1,NULL:1,Romance:1,Sci-Fi:2,Short:1,Thriller:1
13208	"Grover, Gulshan"	70	Romance	Action:4,Adventure:1,Comedy:7,Crime:4,Drama:8,Family:4,Horror:1,Mystery:1,NULL:15,Romance:18,Short:1,Thriller:6
8325	"Diehl, John"	29	Drama	Action:1,Drama:9,Horror:1,Musical:1,NULL:5,Romance:1,Sci-Fi:1,Short:2,Thriller:5,Western:3
3331	"Morton, Joe"	36	Thriller	Comedy:1,Documentary:5,Drama:7,Family:1,Horror:1,Music:1,Musical:1,Mystery:1,NULL:4,Romance:1,Sci-Fi:1,Short:2,Thriller:8,War:2
3947	"Brady, Wayne"	18	Family	Animation:1,Comedy:2,Documentary:1,Drama:1,Family:4,Music:3,NULL:6
857	"Robertson, Nancy"	11	Comedy	Comedy:4,Family:1,NULL:1,Romance:2,Short:3
9957	"Berrondo, Paul"	12	Drama	Action:1,Comedy:1,Drama:4,NULL:3,Romance:1,Short:1,Thriller:1
7678	"Detmer, Amanda"	17	Comedy	Comedy:6,Crime:1,Documentary:2,Drama:3,Family:1,Mystery:2,NULL:1,Romance:1
17129	"Münchmeyer, Gloria"	10	Drama	Drama:4,NULL:3,Romance:3
7110	"Corbett, Denis"	17	Drama	Comedy:3,Crime:1,Drama:6,Horror:1,Mystery:1,NULL:1,Romance:1,Thriller:3
9974	"Dallas, Keith"	10	Romance	Action:1,Comedy:1,Drama:2,Family:1,NULL:2,Romance:2,Thriller:1
6011	"Foremniak, Malgorzata"	13	Comedy	Action:1,Comedy:2,Crime:1,Drama:1,Fantasy:2,NULL:1,Romance:2,Thriller:1,War:2
2611	"Rowland, Kelly"	28	Music	Comedy:1,Documentary:5,Family:2,Fantasy:1,Music:15,NULL:3,Romance:1
6635	"Montpetit, Pascale"	25	Drama	Comedy:3,Documentary:2,Drama:9,NULL:6,Sci-Fi:1,Short:3,War:1
6840	"Baker, Diane"	16	Drama	Documentary:3,Drama:6,Family:1,Horror:1,Music:1,Mystery:1,NULL:2,Thriller:1
189	"Bam"	71	Adult	Adult:52,Documentary:1,NULL:18
14847	"Sveholm, Pertti"	29	Drama	Comedy:1,Drama:11,Music:1,NULL:12,Romance:1,Short:1,Thriller:1,War:1
6549	"Guerrini, Orso Maria"	25	Drama	Action:1,Adventure:1,Comedy:1,Crime:3,Drama:6,NULL:6,Romance:3,Thriller:4
16095	"Mammukoya"	18	Drama	Drama:7,NULL:5,Romance:3,Thriller:3
3197	"Pérez, Miguel (I)"	17	Drama	Comedy:1,Crime:1,Drama:8,NULL:1,Romance:2,Sci-Fi:2,Short:1,Thriller:1
2608	"Hetfield, James"	19	Music	Documentary:1,Fantasy:1,Music:15,NULL:1,Short:1
17037	"Nousiainen, Heikki"	17	Comedy	Comedy:4,Drama:2,Music:1,NULL:8,Short:1,Thriller:1
2960	"O&apos;Leary, Dermot"	11	Music	Comedy:1,Documentary:6,Music:1,NULL:3
7001	"Sams, Jeffrey D."	16	Drama	Comedy:1,Crime:1,Drama:6,NULL:4,Romance:1,Thriller:2,Western:1
14674	"Sattler, Bob"	12	Drama	Drama:3,Mystery:1,NULL:3,Romance:2,Short:1,Thriller:2
15898	"Massieu, Patrick"	11	Drama	Comedy:3,Drama:3,Fantasy:1,NULL:4
11263	"Karpluk, Erin"	10	Sci-Fi	Comedy:1,Drama:2,Family:1,Mystery:1,NULL:1,Sci-Fi:2,Short:1,Thriller:1
6818	"Higden, Robert"	16	Thriller	Action:1,Adventure:1,Comedy:2,Drama:3,Fantasy:1,Horror:1,NULL:2,Romance:1,Sci-Fi:1,Thriller:3
15581	"Huhn, Dietmar"	10	Thriller	Action:1,Comedy:1,Crime:2,Family:1,NULL:3,Thriller:2
8450	"Hoag, Jan"	11	Thriller	Comedy:1,Drama:2,Family:1,Horror:1,NULL:1,Romance:1,Short:2,Thriller:2
14177	"Serrado, Marcelo"	10	Thriller	Drama:2,Family:1,NULL:4,Romance:1,Thriller:2
17825	"Laval, Pierre (II)"	14	Adult	Adult:14
11298	"Taylor, Lili (I)"	30	Drama	Comedy:3,Crime:1,Documentary:6,Drama:13,Mystery:1,NULL:1,Romance:1,Short:2,War:2
6849	"Nixon, Richard"	52	Drama	Comedy:1,Documentary:37,Drama:4,Music:4,Sci-Fi:1,Short:1,Thriller:2,War:2
13639	"White, Sabrina"	21	Comedy	Comedy:7,Crime:2,Drama:4,Family:2,NULL:3,Romance:2,Thriller:1
11161	"Peker, Henning"	20	Crime	Comedy:1,Crime:8,Drama:6,NULL:2,Romance:1,Thriller:2
7882	"Le Marquand, Steve"	10	Thriller	Drama:2,Fantasy:1,NULL:1,Romance:1,Short:2,Thriller:3
5264	"Larsen, Thomas Bo"	40	Comedy	Action:1,Comedy:11,Crime:4,Documentary:2,Drama:7,Family:1,Horror:3,NULL:2,Romance:1,Sci-Fi:2,Short:3,Thriller:2,Western:1
9848	"Knighton, Brian"	10	Action	Action:6,NULL:4
17447	"Yankovsky, Oleg"	10	Drama	Comedy:1,Drama:4,NULL:1,Romance:3,Sci-Fi:1
5179	"Esposito, Giovanni"	12	Comedy	Comedy:4,Crime:1,Drama:2,NULL:5
2917	"Rimes, LeAnn"	24	Music	Comedy:2,Documentary:4,Drama:1,Music:14,NULL:3
13086	"Diamond (I)"	14	Adult	Adult:12,Documentary:1,NULL:1
2253	"Barret, Violaine"	10	Drama	Drama:2,NULL:5,Romance:1,Short:1,Thriller:1
8792	"Sampson, Tony"	21	Animation	Action:2,Animation:3,Comedy:3,Crime:1,Family:1,Fantasy:1,Mystery:1,NULL:3,Romance:2,Sci-Fi:2,Thriller:1,War:1
7153	"Okumoto, Yuji"	12	Sci-Fi	Action:2,Animation:1,Comedy:1,Drama:2,NULL:1,Romance:1,Sci-Fi:2,Thriller:2
16509	"Severance, Joan"	11	Drama	Adult:1,Crime:1,Drama:4,Fantasy:2,NULL:1,Thriller:2
11737	"Torres, Fernanda"	16	Drama	Comedy:2,Drama:6,Fantasy:1,NULL:4,Romance:1,Thriller:2
9240	"Cooper, Pat (I)"	13	Comedy	Action:2,Comedy:4,Crime:1,Documentary:2,Drama:2,Music:1,NULL:1
3510	"Parker, Nicole Ari"	24	Drama	Comedy:1,Crime:1,Documentary:1,Drama:16,NULL:2,Romance:2,Thriller:1
4997	"Gossett Jr., Louis"	32	Drama	Documentary:3,Drama:12,Family:3,Horror:1,Mystery:3,NULL:4,Romance:2,Sci-Fi:2,Thriller:1,War:1
17323	"Aylesworth, Reiko"	11	Drama	Comedy:1,Documentary:1,Drama:4,NULL:1,Romance:2,Sci-Fi:1,Short:1
8740	"Abrahams, Jon"	16	Romance	Action:1,Comedy:3,Drama:3,NULL:2,Romance:3,Sci-Fi:1,Short:3
17864	"Firat, Idil"	10	Drama	Adventure:1,Comedy:1,Crime:1,Drama:3,NULL:2,Romance:1,Sci-Fi:1
5368	"Huffman, Booker"	50	Action	Action:36,Animation:1,Comedy:1,Documentary:2,NULL:8,Thriller:2
16656	"Bujeau, Christian"	11	Comedy	Comedy:4,Drama:1,Family:1,Fantasy:1,NULL:2,Romance:2
15608	"Kowalewski, Krzysztof"	15	Comedy	Comedy:4,Drama:4,Family:1,NULL:3,Romance:2,War:1
2729	"Freese, Louis"	11	Comedy	Comedy:3,Crime:1,Documentary:1,Drama:1,Horror:1,Music:2,NULL:1,Thriller:1
11925	"Kunz, Cecilia"	18	Comedy	Comedy:5,Crime:1,Drama:3,NULL:4,Romance:4,Thriller:1
7717	"Gleeson, Brendan"	34	Drama	Action:1,Comedy:1,Crime:2,Documentary:2,Drama:10,Fantasy:1,Musical:1,NULL:5,Romance:2,Short:4,Thriller:4,War:1
8911	"Grégorio, Annie"	22	Comedy	Comedy:7,Crime:1,Drama:3,NULL:8,Romance:1,Short:1,Thriller:1
7122	"Stahlbrand, Sandi"	18	Drama	Comedy:3,Crime:1,Drama:6,Family:1,Horror:1,Mystery:1,NULL:1,Romance:1,Thriller:3
4747	"Alfonzo, José Luis"	12	Drama	Drama:7,Fantasy:1,Mystery:1,NULL:2,Romance:1
15906	"Sibertin-Blanc, Jean-Chrétien"	10	Comedy	Comedy:4,Documentary:1,Drama:1,Musical:1,NULL:2,Short:1
13558	"Van Assche, Jaak"	28	Comedy	Action:1,Comedy:10,Drama:6,Mystery:1,NULL:4,Romance:2,Short:2,Thriller:2
13770	"Asrani"	29	Romance	Action:1,Comedy:4,Drama:4,Musical:2,NULL:5,Romance:11,Thriller:1,War:1
